FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,AircraftType,Duration,Status
2425,SEA,LAX,2024-01-21 11:28:00,2024-01-21 14:24:00,Boeing 777,176,Delayed
2426,DEN,DEN,2024-03-20 04:38:00,2024-03-20 06:11:00,Airbus A380,93,Cancelled
2427,ORD,LAS,2024-05-21 13:48:00,2024-05-21 14:56:00,Boeing 777,68,Cancelled
2428,LAS,DFW,2024-01-31 09:47:00,2024-01-31 12:53:00,Boeing 737,186,Delayed
2429,LAS,DEN,2024-04-29 16:29:00,2024-04-29 21:40:00,Boeing 737,311,Delayed
2430,LAX,LAX,2024-02-08 16:59:00,2024-02-08 21:29:00,Boeing 777,270,Delayed
2431,SEA,LAS,2024-02-12 16:33:00,2024-02-12 22:07:00,Airbus A380,334,Cancelled
2432,LAX,SEA,2024-09-14 17:32:00,2024-09-14 21:15:00,Boeing 737,223,Delayed
2433,MIA,MIA,2024-04-06 20:12:00,2024-04-06 23:34:00,Airbus A320,202,Cancelled
2434,DFW,SFO,2024-07-31 03:56:00,2024-07-31 09:39:00,Airbus A320,343,Cancelled
2435,SEA,LAS,2024-02-17 05:02:00,2024-02-17 08:22:00,Boeing 737,200,Cancelled
2436,DEN,MIA,2024-03-23 01:45:00,2024-03-23 07:04:00,Boeing 777,319,Cancelled
2437,MIA,JFK,2024-01-23 01:21:00,2024-01-23 05:27:00,Airbus A320,246,Delayed
2438,ORD,ORD,2024-08-14 07:57:00,2024-08-14 10:36:00,Boeing 737,159,Scheduled
2439,MIA,JFK,2024-03-17 23:30:00,2024-03-18 00:44:00,Boeing 777,74,Delayed
2440,SFO,LAX,2024-05-16 04:46:00,2024-05-16 09:23:00,Airbus A380,277,Scheduled
2441,DFW,DFW,2024-08-26 18:51:00,2024-08-26 21:54:00,Boeing 777,183,Delayed
2442,SEA,SFO,2024-09-10 02:29:00,2024-09-10 05:38:00,Boeing 737,189,Delayed
2443,LAX,ORD,2024-02-04 17:30:00,2024-02-04 20:05:00,Airbus A380,155,Delayed
2444,DFW,LAS,2024-09-29 05:01:00,2024-09-29 10:25:00,Airbus A380,324,Cancelled
2445,DEN,ORD,2024-02-15 20:36:00,2024-02-16 02:33:00,Boeing 777,357,Delayed
2446,DFW,SFO,2024-07-01 00:28:00,2024-07-01 04:57:00,Airbus A320,269,Cancelled
2447,ORD,SFO,2024-08-05 11:31:00,2024-08-05 16:36:00,Airbus A320,305,Cancelled
2448,SEA,JFK,2024-07-18 06:20:00,2024-07-18 08:10:00,Boeing 777,110,Delayed
2449,DFW,MIA,2024-11-08 07:23:00,2024-11-08 12:22:00,Boeing 737,299,Cancelled
2450,ORD,DEN,2024-11-20 00:20:00,2024-11-20 03:57:00,Airbus A320,217,Delayed
2451,SFO,MIA,2024-03-02 13:01:00,2024-03-02 16:31:00,Boeing 777,210,Cancelled
2452,JFK,DFW,2024-09-26 16:09:00,2024-09-26 20:36:00,Airbus A320,267,Scheduled
2453,LAS,LAS,2024-04-28 07:07:00,2024-04-28 08:12:00,Boeing 737,65,Scheduled
2454,JFK,DFW,2024-09-01 10:45:00,2024-09-01 11:49:00,Airbus A320,64,Scheduled
2455,SFO,ATL,2024-10-19 09:18:00,2024-10-19 11:02:00,Airbus A380,104,Scheduled
2456,ORD,DFW,2024-07-29 07:40:00,2024-07-29 12:35:00,Boeing 737,295,Delayed
2457,LAX,SEA,2024-10-10 11:29:00,2024-10-10 15:29:00,Boeing 777,240,Delayed
2458,DEN,SEA,2024-12-25 11:05:00,2024-12-25 14:27:00,Airbus A320,202,Scheduled
2459,SEA,DEN,2024-05-26 05:08:00,2024-05-26 09:42:00,Airbus A320,274,Delayed
2460,JFK,SEA,2024-02-28 02:39:00,2024-02-28 07:29:00,Boeing 737,290,Delayed
2461,DEN,JFK,2024-08-06 04:42:00,2024-08-06 08:36:00,Boeing 777,234,Scheduled
2462,JFK,SEA,2024-05-03 13:11:00,2024-05-03 18:57:00,Boeing 777,346,Delayed
2463,MIA,SFO,2024-05-20 07:14:00,2024-05-20 11:28:00,Boeing 777,254,Cancelled
2464,LAX,ORD,2024-02-28 16:59:00,2024-02-28 18:57:00,Airbus A380,118,Delayed
2465,DFW,LAS,2024-02-13 12:11:00,2024-02-13 15:51:00,Boeing 737,220,Cancelled
2466,MIA,SFO,2024-11-09 06:27:00,2024-11-09 08:18:00,Airbus A380,111,Cancelled
2467,DEN,SFO,2024-12-08 23:37:00,2024-12-09 02:48:00,Airbus A320,191,Cancelled
2468,ORD,SEA,2024-04-09 19:10:00,2024-04-09 21:01:00,Airbus A380,111,Scheduled
2469,LAX,LAS,2024-11-06 00:34:00,2024-11-06 04:34:00,Boeing 737,240,Cancelled
2470,ORD,SEA,2024-09-29 03:33:00,2024-09-29 06:49:00,Airbus A380,196,Scheduled
2471,DEN,LAX,2024-03-17 03:48:00,2024-03-17 06:49:00,Airbus A380,181,Scheduled
2472,JFK,DFW,2024-02-04 23:18:00,2024-02-05 04:07:00,Boeing 777,289,Scheduled
2473,SFO,ORD,2024-04-01 15:12:00,2024-04-01 17:51:00,Boeing 737,159,Scheduled
2474,JFK,ATL,2024-07-15 13:38:00,2024-07-15 19:12:00,Airbus A380,334,Scheduled
2475,DEN,SEA,2024-09-15 01:52:00,2024-09-15 03:09:00,Airbus A320,77,Delayed
2476,ORD,ATL,2024-09-10 12:25:00,2024-09-10 13:28:00,Airbus A320,63,Delayed
2477,ATL,MIA,2024-10-13 01:14:00,2024-10-13 05:55:00,Airbus A320,281,Cancelled
2478,JFK,SEA,2024-04-25 02:55:00,2024-04-25 06:27:00,Airbus A320,212,Cancelled
2479,MIA,ORD,2024-11-17 02:08:00,2024-11-17 08:01:00,Boeing 777,353,Cancelled
2480,DEN,MIA,2024-11-03 06:56:00,2024-11-03 09:46:00,Airbus A380,170,Cancelled
2481,LAS,MIA,2024-10-02 09:31:00,2024-10-02 10:57:00,Boeing 737,86,Scheduled
2482,SFO,SFO,2024-09-05 20:20:00,2024-09-06 01:10:00,Boeing 777,290,Scheduled
2483,DEN,DFW,2024-12-25 18:11:00,2024-12-25 20:13:00,Boeing 777,122,Scheduled
2484,SEA,DFW,2024-01-19 07:52:00,2024-01-19 11:38:00,Boeing 777,226,Cancelled
2485,LAS,SEA,2024-02-09 23:55:00,2024-02-10 04:34:00,Boeing 737,279,Cancelled
2486,JFK,ORD,2024-12-19 00:54:00,2024-12-19 04:17:00,Airbus A380,203,Scheduled
2487,ATL,SFO,2024-05-13 10:12:00,2024-05-13 13:53:00,Airbus A320,221,Scheduled
2488,JFK,DFW,2024-07-21 02:21:00,2024-07-21 06:58:00,Boeing 777,277,Delayed
2489,LAS,ORD,2024-03-26 20:35:00,2024-03-26 22:32:00,Airbus A380,117,Delayed
2490,ORD,SFO,2024-07-07 02:11:00,2024-07-07 05:50:00,Airbus A380,219,Scheduled
2491,DEN,ATL,2024-04-28 18:54:00,2024-04-28 21:36:00,Boeing 777,162,Cancelled
2492,LAX,DFW,2024-11-14 09:28:00,2024-11-14 11:16:00,Boeing 777,108,Cancelled
2493,LAS,ORD,2024-07-14 20:29:00,2024-07-14 23:59:00,Boeing 777,210,Cancelled
2494,ORD,LAS,2024-10-30 08:00:00,2024-10-30 11:26:00,Boeing 737,206,Delayed
2495,ATL,MIA,2024-06-17 17:58:00,2024-06-17 21:18:00,Boeing 777,200,Scheduled
2496,LAS,MIA,2024-11-13 13:56:00,2024-11-13 15:12:00,Airbus A320,76,Cancelled
2497,LAX,LAS,2024-05-20 00:06:00,2024-05-20 05:43:00,Airbus A380,337,Cancelled
2498,ATL,SFO,2024-06-05 14:00:00,2024-06-05 18:55:00,Boeing 777,295,Delayed
2499,DFW,LAS,2024-08-22 14:17:00,2024-08-22 20:13:00,Boeing 737,356,Cancelled
2500,MIA,JFK,2024-07-19 21:25:00,2024-07-19 22:45:00,Boeing 777,80,Scheduled
2501,LAS,SFO,2024-05-30 18:20:00,2024-05-30 19:45:00,Boeing 777,85,Scheduled
2502,DEN,LAS,2024-12-11 03:34:00,2024-12-11 07:27:00,Boeing 737,233,Delayed
2503,LAS,DEN,2024-10-10 13:05:00,2024-10-10 18:22:00,Boeing 777,317,Scheduled
2504,MIA,LAX,2024-07-23 15:51:00,2024-07-23 17:04:00,Airbus A380,73,Scheduled
2505,DEN,LAX,2024-01-23 23:50:00,2024-01-24 04:43:00,Boeing 737,293,Delayed
2506,DFW,JFK,2024-07-23 12:34:00,2024-07-23 17:05:00,Airbus A320,271,Cancelled
2507,JFK,MIA,2024-11-12 09:44:00,2024-11-12 14:37:00,Airbus A380,293,Cancelled
2508,MIA,DFW,2024-11-05 00:14:00,2024-11-05 06:01:00,Boeing 777,347,Delayed
2509,SEA,JFK,2024-02-17 22:43:00,2024-02-18 01:29:00,Airbus A320,166,Cancelled
2510,SFO,SEA,2024-11-28 18:42:00,2024-11-28 22:52:00,Boeing 737,250,Cancelled
2511,ATL,JFK,2024-12-11 05:51:00,2024-12-11 09:39:00,Airbus A320,228,Cancelled
2512,LAS,JFK,2024-04-08 05:40:00,2024-04-08 10:31:00,Airbus A320,291,Delayed
2513,SFO,ATL,2024-06-19 08:01:00,2024-06-19 12:26:00,Boeing 737,265,Delayed
2514,LAS,JFK,2024-05-25 06:40:00,2024-05-25 11:13:00,Boeing 777,273,Cancelled
2515,LAX,SEA,2024-12-08 07:10:00,2024-12-08 10:23:00,Boeing 777,193,Delayed
2516,SFO,DEN,2024-01-27 02:53:00,2024-01-27 08:03:00,Airbus A320,310,Delayed
2517,SFO,LAX,2024-03-27 04:37:00,2024-03-27 07:34:00,Airbus A320,177,Scheduled
2518,DEN,MIA,2024-11-18 05:03:00,2024-11-18 08:36:00,Airbus A320,213,Cancelled
2519,SFO,DEN,2024-05-28 07:11:00,2024-05-28 08:21:00,Boeing 777,70,Scheduled
2520,JFK,ATL,2024-05-18 08:20:00,2024-05-18 11:54:00,Airbus A380,214,Scheduled
2521,LAS,DFW,2024-12-20 18:12:00,2024-12-20 19:20:00,Boeing 777,68,Cancelled
2522,LAS,SEA,2024-02-26 05:36:00,2024-02-26 10:14:00,Airbus A320,278,Delayed
2523,LAX,DFW,2024-03-12 16:35:00,2024-03-12 20:59:00,Boeing 777,264,Scheduled
2524,DFW,ATL,2024-01-08 20:18:00,2024-01-08 23:09:00,Boeing 777,171,Scheduled
2525,ATL,SEA,2024-03-23 04:43:00,2024-03-23 06:57:00,Airbus A320,134,Delayed
2526,ORD,MIA,2024-12-19 03:57:00,2024-12-19 08:04:00,Airbus A380,247,Scheduled
2527,SEA,SFO,2024-07-21 09:10:00,2024-07-21 14:18:00,Boeing 737,308,Delayed
2528,JFK,LAX,2024-03-04 22:30:00,2024-03-05 03:53:00,Airbus A380,323,Cancelled
2529,DEN,ORD,2024-03-20 01:59:00,2024-03-20 04:12:00,Boeing 777,133,Scheduled
2530,LAS,ORD,2024-03-01 07:34:00,2024-03-01 09:40:00,Boeing 737,126,Cancelled
2531,ATL,LAX,2024-11-08 08:47:00,2024-11-08 10:52:00,Airbus A380,125,Cancelled
2532,SFO,DFW,2024-05-20 14:17:00,2024-05-20 18:06:00,Airbus A380,229,Scheduled
2533,LAX,SEA,2024-12-12 22:19:00,2024-12-13 01:38:00,Airbus A380,199,Cancelled
2534,SEA,DFW,2024-06-30 21:04:00,2024-07-01 02:33:00,Airbus A320,329,Scheduled
2535,JFK,LAX,2024-10-22 06:03:00,2024-10-22 10:50:00,Boeing 737,287,Cancelled
2536,ATL,SFO,2024-07-14 20:26:00,2024-07-14 22:46:00,Boeing 777,140,Delayed
2537,ORD,DFW,2024-12-23 03:50:00,2024-12-23 05:09:00,Boeing 777,79,Delayed
2538,ORD,DFW,2024-01-26 23:43:00,2024-01-27 04:19:00,Boeing 777,276,Delayed
2539,DEN,MIA,2024-05-23 18:44:00,2024-05-23 23:24:00,Airbus A380,280,Delayed
2540,LAS,LAX,2024-04-24 12:12:00,2024-04-24 17:39:00,Airbus A320,327,Delayed
2541,SEA,ATL,2024-10-01 09:42:00,2024-10-01 13:59:00,Boeing 737,257,Cancelled
2542,LAS,DFW,2024-04-12 23:49:00,2024-04-13 04:16:00,Airbus A320,267,Delayed
2543,ATL,ORD,2024-03-19 03:53:00,2024-03-19 08:02:00,Airbus A380,249,Scheduled
2544,LAS,LAS,2024-11-25 06:35:00,2024-11-25 10:18:00,Airbus A380,223,Scheduled
2545,SEA,LAS,2024-02-03 05:48:00,2024-02-03 10:18:00,Boeing 777,270,Cancelled
2546,ORD,JFK,2024-03-18 15:11:00,2024-03-18 18:47:00,Airbus A380,216,Scheduled
2547,MIA,ORD,2024-04-26 09:09:00,2024-04-26 15:06:00,Airbus A320,357,Delayed
2548,DFW,LAX,2024-02-23 18:48:00,2024-02-23 23:21:00,Boeing 777,273,Delayed
2549,LAS,ORD,2024-04-10 14:12:00,2024-04-10 16:59:00,Airbus A380,167,Scheduled
2550,DFW,DFW,2024-11-19 05:37:00,2024-11-19 08:14:00,Airbus A320,157,Cancelled
2551,LAS,ATL,2024-01-09 15:00:00,2024-01-09 20:42:00,Boeing 777,342,Scheduled
2552,LAS,DFW,2024-12-29 08:30:00,2024-12-29 14:23:00,Boeing 737,353,Cancelled
2553,ATL,LAS,2024-09-04 17:26:00,2024-09-04 19:31:00,Boeing 737,125,Scheduled
2554,MIA,LAS,2024-02-03 10:05:00,2024-02-03 12:47:00,Boeing 777,162,Cancelled
2555,DFW,DFW,2024-11-03 08:39:00,2024-11-03 10:15:00,Airbus A380,96,Delayed
2556,DFW,MIA,2024-02-10 06:58:00,2024-02-10 11:56:00,Boeing 737,298,Delayed
2557,DEN,ATL,2024-04-01 15:19:00,2024-04-01 19:26:00,Airbus A320,247,Delayed
2558,SEA,JFK,2024-03-26 20:52:00,2024-03-26 23:08:00,Boeing 737,136,Cancelled
2559,LAS,SFO,2024-05-30 19:18:00,2024-05-30 23:03:00,Boeing 737,225,Delayed
2560,SEA,MIA,2024-10-20 04:30:00,2024-10-20 05:34:00,Airbus A380,64,Cancelled
2561,ORD,ORD,2024-03-21 22:42:00,2024-03-22 03:59:00,Boeing 737,317,Delayed
2562,DEN,MIA,2024-10-20 08:25:00,2024-10-20 11:28:00,Airbus A380,183,Delayed
2563,ATL,SEA,2024-04-23 14:46:00,2024-04-23 17:58:00,Airbus A380,192,Cancelled
2564,LAS,ATL,2024-06-20 05:11:00,2024-06-20 08:45:00,Boeing 737,214,Scheduled
2565,LAS,JFK,2024-08-09 03:11:00,2024-08-09 09:08:00,Airbus A320,357,Delayed
2566,DEN,MIA,2024-02-04 23:34:00,2024-02-05 03:36:00,Boeing 777,242,Scheduled
2567,JFK,JFK,2024-08-03 19:49:00,2024-08-03 23:02:00,Airbus A380,193,Cancelled
2568,ORD,LAX,2024-08-31 23:07:00,2024-09-01 01:25:00,Airbus A380,138,Scheduled
2569,JFK,JFK,2024-07-15 16:33:00,2024-07-15 17:33:00,Boeing 777,60,Scheduled
2570,SEA,ATL,2024-11-25 20:30:00,2024-11-26 02:00:00,Airbus A320,330,Cancelled
2571,ATL,ORD,2024-04-25 04:37:00,2024-04-25 09:30:00,Boeing 777,293,Scheduled
2572,LAX,ATL,2024-07-24 10:12:00,2024-07-24 11:33:00,Airbus A380,81,Cancelled
2573,JFK,SFO,2024-09-04 00:48:00,2024-09-04 02:52:00,Boeing 737,124,Cancelled
2574,MIA,ORD,2024-02-09 10:25:00,2024-02-09 13:48:00,Boeing 777,203,Delayed
2575,JFK,LAS,2024-01-22 19:01:00,2024-01-22 23:23:00,Airbus A320,262,Delayed
2576,MIA,ATL,2024-02-23 21:29:00,2024-02-23 23:34:00,Airbus A320,125,Delayed
2577,MIA,ORD,2024-10-17 08:26:00,2024-10-17 12:27:00,Airbus A320,241,Scheduled
2578,LAX,ORD,2024-11-26 18:02:00,2024-11-26 23:49:00,Boeing 777,347,Scheduled
2579,LAS,DFW,2024-09-16 05:28:00,2024-09-16 07:10:00,Airbus A380,102,Scheduled
2580,LAX,LAX,2024-09-23 08:58:00,2024-09-23 12:41:00,Boeing 777,223,Delayed
2581,ORD,SFO,2024-02-28 20:30:00,2024-02-29 02:08:00,Airbus A320,338,Scheduled
2582,LAS,SEA,2024-10-31 17:16:00,2024-10-31 23:16:00,Airbus A320,360,Delayed
2583,ORD,SFO,2024-11-18 12:05:00,2024-11-18 14:44:00,Boeing 777,159,Cancelled
2584,DEN,ATL,2024-07-27 22:51:00,2024-07-28 01:48:00,Airbus A320,177,Delayed
2585,ATL,ATL,2024-08-26 02:40:00,2024-08-26 06:23:00,Boeing 777,223,Cancelled
2586,SFO,DFW,2024-02-18 09:59:00,2024-02-18 12:28:00,Airbus A380,149,Delayed
2587,DFW,DFW,2024-03-13 05:08:00,2024-03-13 06:59:00,Boeing 777,111,Cancelled
2588,DFW,LAX,2024-11-08 23:06:00,2024-11-09 03:39:00,Boeing 737,273,Scheduled
2589,ORD,ATL,2024-08-19 15:50:00,2024-08-19 18:26:00,Boeing 777,156,Delayed
2590,ATL,DFW,2024-11-27 07:30:00,2024-11-27 11:53:00,Boeing 737,263,Scheduled
2591,DEN,LAS,2024-06-04 22:30:00,2024-06-04 23:45:00,Boeing 777,75,Cancelled
2592,ORD,LAX,2024-06-10 16:28:00,2024-06-10 19:25:00,Airbus A320,177,Cancelled
2593,LAS,MIA,2024-05-21 03:58:00,2024-05-21 07:34:00,Boeing 777,216,Delayed
2594,DEN,ATL,2024-05-29 19:54:00,2024-05-30 00:14:00,Boeing 737,260,Delayed
2595,MIA,LAX,2024-09-15 15:23:00,2024-09-15 18:11:00,Airbus A320,168,Scheduled
2596,DFW,LAS,2024-07-06 13:46:00,2024-07-06 15:22:00,Airbus A380,96,Scheduled
2597,SFO,MIA,2024-03-10 02:00:00,2024-03-10 04:29:00,Boeing 777,149,Cancelled
2598,SFO,ORD,2024-09-19 22:19:00,2024-09-20 01:44:00,Boeing 777,205,Scheduled
2599,LAX,ATL,2024-06-25 18:35:00,2024-06-25 20:39:00,Boeing 737,124,Scheduled
2600,SFO,MIA,2024-05-08 05:14:00,2024-05-08 06:53:00,Boeing 777,99,Delayed
2601,SFO,DEN,2024-06-09 23:23:00,2024-06-10 01:45:00,Boeing 737,142,Cancelled
2602,SFO,LAS,2024-03-05 21:19:00,2024-03-06 00:01:00,Airbus A380,162,Delayed
2603,LAS,DFW,2024-09-07 20:52:00,2024-09-08 01:00:00,Boeing 777,248,Scheduled
2604,LAX,SEA,2024-10-07 01:16:00,2024-10-07 06:04:00,Boeing 737,288,Delayed
2605,SEA,SFO,2024-09-02 03:39:00,2024-09-02 05:05:00,Airbus A320,86,Scheduled
2606,ORD,LAS,2024-11-18 23:39:00,2024-11-19 04:56:00,Airbus A320,317,Scheduled
2607,MIA,SFO,2024-04-30 09:48:00,2024-04-30 13:08:00,Boeing 737,200,Delayed
2608,DEN,ORD,2024-02-02 06:23:00,2024-02-02 12:19:00,Boeing 777,356,Scheduled
2609,JFK,ATL,2024-06-12 13:27:00,2024-06-12 16:31:00,Boeing 737,184,Delayed
2610,LAX,DEN,2024-08-29 12:41:00,2024-08-29 13:43:00,Airbus A380,62,Delayed
2611,DEN,LAX,2024-12-02 23:21:00,2024-12-03 02:28:00,Boeing 777,187,Delayed
2612,MIA,ORD,2024-09-22 09:12:00,2024-09-22 13:51:00,Boeing 737,279,Cancelled
2613,SFO,LAS,2024-02-18 08:35:00,2024-02-18 12:14:00,Airbus A320,219,Scheduled
2614,JFK,JFK,2024-10-15 06:34:00,2024-10-15 11:07:00,Boeing 777,273,Delayed
2615,SFO,SEA,2024-06-20 04:09:00,2024-06-20 05:27:00,Airbus A320,78,Scheduled
2616,SEA,DEN,2024-06-23 20:10:00,2024-06-24 00:00:00,Boeing 737,230,Scheduled
2617,SFO,ORD,2024-03-23 13:56:00,2024-03-23 16:15:00,Boeing 737,139,Scheduled
2618,SFO,SEA,2024-04-11 07:39:00,2024-04-11 10:14:00,Boeing 777,155,Delayed
2619,DEN,ATL,2024-07-05 03:57:00,2024-07-05 06:19:00,Airbus A320,142,Cancelled
2620,SFO,ATL,2024-09-27 05:48:00,2024-09-27 08:38:00,Boeing 777,170,Cancelled
2621,DFW,ORD,2024-06-25 21:12:00,2024-06-26 02:01:00,Boeing 737,289,Scheduled
2622,JFK,SEA,2024-01-01 22:18:00,2024-01-02 03:37:00,Airbus A380,319,Scheduled
2623,MIA,ORD,2024-12-05 13:58:00,2024-12-05 18:15:00,Boeing 777,257,Scheduled
2624,LAS,JFK,2024-10-24 03:14:00,2024-10-24 05:02:00,Airbus A320,108,Cancelled
2625,MIA,DFW,2024-05-13 13:33:00,2024-05-13 15:08:00,Airbus A380,95,Delayed
2626,JFK,DFW,2024-05-20 18:13:00,2024-05-20 23:17:00,Airbus A320,304,Cancelled
2627,LAX,LAS,2024-11-29 13:01:00,2024-11-29 14:27:00,Boeing 737,86,Cancelled
2628,DEN,SFO,2024-04-16 16:03:00,2024-04-16 17:36:00,Boeing 737,93,Scheduled
2629,JFK,MIA,2024-04-26 03:41:00,2024-04-26 06:40:00,Airbus A380,179,Delayed
2630,LAS,SEA,2024-02-26 08:22:00,2024-02-26 12:26:00,Airbus A380,244,Cancelled
2631,ORD,MIA,2024-03-12 10:57:00,2024-03-12 16:24:00,Boeing 737,327,Scheduled
2632,ATL,ORD,2024-07-25 09:50:00,2024-07-25 12:19:00,Boeing 777,149,Delayed
2633,DFW,JFK,2024-07-28 09:57:00,2024-07-28 14:51:00,Airbus A320,294,Delayed
2634,DFW,JFK,2024-05-26 12:14:00,2024-05-26 16:36:00,Airbus A380,262,Delayed
2635,SEA,DEN,2024-09-27 18:32:00,2024-09-27 22:12:00,Boeing 737,220,Delayed
2636,JFK,ATL,2024-12-29 07:37:00,2024-12-29 10:50:00,Boeing 777,193,Scheduled
2637,ORD,LAX,2024-10-18 09:49:00,2024-10-18 14:28:00,Boeing 777,279,Delayed
2638,DFW,LAX,2024-03-04 16:31:00,2024-03-04 17:32:00,Airbus A320,61,Delayed
2639,JFK,SEA,2024-04-20 07:46:00,2024-04-20 12:37:00,Boeing 777,291,Scheduled
2640,ATL,LAX,2024-10-06 07:09:00,2024-10-06 11:46:00,Boeing 737,277,Cancelled
2641,ATL,SFO,2024-04-30 14:21:00,2024-04-30 15:31:00,Boeing 737,70,Scheduled
2642,SFO,MIA,2024-08-30 01:21:00,2024-08-30 05:26:00,Airbus A380,245,Scheduled
2643,MIA,DEN,2024-01-02 02:16:00,2024-01-02 04:48:00,Airbus A380,152,Delayed
2644,SFO,LAX,2024-07-18 16:38:00,2024-07-18 21:49:00,Boeing 777,311,Delayed
2645,DEN,SFO,2024-05-08 17:13:00,2024-05-08 18:16:00,Boeing 777,63,Scheduled
2646,LAS,SEA,2024-08-30 06:20:00,2024-08-30 11:26:00,Boeing 777,306,Scheduled
2647,SFO,MIA,2024-03-02 11:04:00,2024-03-02 13:26:00,Airbus A320,142,Delayed
2648,JFK,SFO,2024-01-16 19:35:00,2024-01-16 21:23:00,Airbus A320,108,Scheduled
2649,DEN,ORD,2024-07-12 07:18:00,2024-07-12 12:01:00,Airbus A320,283,Cancelled
2650,MIA,LAS,2024-04-11 12:55:00,2024-04-11 17:54:00,Airbus A320,299,Cancelled
2651,MIA,JFK,2024-04-08 16:36:00,2024-04-08 20:55:00,Boeing 737,259,Delayed
2652,LAX,MIA,2024-07-11 10:48:00,2024-07-11 12:10:00,Airbus A320,82,Scheduled
2653,DEN,ATL,2024-02-02 08:05:00,2024-02-02 13:47:00,Boeing 737,342,Cancelled
2654,ATL,MIA,2024-06-09 13:18:00,2024-06-09 16:56:00,Boeing 777,218,Cancelled
2655,SFO,SEA,2024-09-08 06:38:00,2024-09-08 11:26:00,Boeing 777,288,Delayed
2656,MIA,DEN,2024-09-27 09:26:00,2024-09-27 14:24:00,Airbus A320,298,Scheduled
2657,JFK,SFO,2024-07-28 21:16:00,2024-07-28 23:29:00,Airbus A380,133,Delayed
2658,DFW,SFO,2024-02-05 16:15:00,2024-02-05 18:06:00,Airbus A320,111,Delayed
2659,ATL,SFO,2024-11-16 21:51:00,2024-11-17 03:14:00,Boeing 777,323,Cancelled
2660,ORD,LAX,2024-09-16 19:03:00,2024-09-17 00:14:00,Boeing 777,311,Delayed
2661,LAS,LAX,2024-11-03 11:46:00,2024-11-03 16:45:00,Airbus A380,299,Cancelled
2662,LAS,DEN,2024-12-13 21:28:00,2024-12-13 22:34:00,Airbus A380,66,Cancelled
2663,LAS,ATL,2024-07-06 02:03:00,2024-07-06 04:53:00,Airbus A380,170,Scheduled
2664,DEN,MIA,2024-09-01 20:52:00,2024-09-01 22:05:00,Boeing 737,73,Scheduled
2665,SEA,ORD,2024-07-09 05:22:00,2024-07-09 08:30:00,Boeing 777,188,Cancelled
2666,ATL,LAX,2024-05-10 05:25:00,2024-05-10 09:50:00,Boeing 737,265,Scheduled
2667,DEN,LAS,2024-09-26 03:38:00,2024-09-26 05:01:00,Airbus A380,83,Delayed
2668,LAX,MIA,2024-02-01 14:03:00,2024-02-01 18:28:00,Airbus A320,265,Scheduled
2669,ATL,SEA,2024-08-02 09:02:00,2024-08-02 10:55:00,Boeing 737,113,Delayed
2670,SEA,DFW,2024-08-23 05:50:00,2024-08-23 10:21:00,Airbus A320,271,Delayed
2671,ATL,LAX,2024-08-26 04:31:00,2024-08-26 05:44:00,Airbus A320,73,Scheduled
2672,SEA,SEA,2024-06-10 02:22:00,2024-06-10 06:28:00,Airbus A380,246,Scheduled
2673,SEA,LAS,2024-12-27 13:38:00,2024-12-27 15:33:00,Airbus A320,115,Delayed
2674,DFW,SFO,2024-04-17 12:39:00,2024-04-17 15:13:00,Airbus A380,154,Scheduled
2675,SEA,JFK,2024-09-23 06:41:00,2024-09-23 08:22:00,Boeing 777,101,Scheduled
2676,JFK,LAS,2024-03-15 12:51:00,2024-03-15 17:49:00,Boeing 737,298,Cancelled
2677,SFO,DEN,2024-12-30 23:44:00,2024-12-31 00:59:00,Boeing 777,75,Scheduled
2678,ATL,SFO,2024-08-17 20:58:00,2024-08-17 23:11:00,Boeing 777,133,Scheduled
2679,SEA,ORD,2024-11-05 05:01:00,2024-11-05 09:11:00,Boeing 737,250,Scheduled
2680,SEA,JFK,2024-04-16 06:44:00,2024-04-16 11:17:00,Airbus A380,273,Delayed
2681,LAS,MIA,2024-04-15 14:57:00,2024-04-15 18:35:00,Airbus A380,218,Cancelled
2682,DEN,ATL,2024-08-25 18:01:00,2024-08-25 21:23:00,Airbus A380,202,Scheduled
2683,MIA,DEN,2024-04-17 19:40:00,2024-04-17 20:57:00,Airbus A320,77,Scheduled
2684,DEN,JFK,2024-01-04 23:54:00,2024-01-05 01:12:00,Boeing 737,78,Delayed
2685,SFO,DEN,2024-11-30 22:16:00,2024-11-30 23:19:00,Airbus A320,63,Delayed
2686,ORD,JFK,2024-01-14 02:58:00,2024-01-14 04:03:00,Boeing 777,65,Delayed
2687,ATL,LAX,2024-12-28 00:53:00,2024-12-28 04:37:00,Boeing 777,224,Scheduled
2688,LAX,ATL,2024-04-30 06:16:00,2024-04-30 10:51:00,Airbus A380,275,Delayed
2689,LAX,LAS,2024-05-09 20:38:00,2024-05-09 22:15:00,Boeing 777,97,Scheduled
2690,LAX,SEA,2024-02-10 02:54:00,2024-02-10 06:44:00,Airbus A320,230,Cancelled
2691,SEA,SEA,2024-11-20 08:24:00,2024-11-20 14:20:00,Boeing 777,356,Delayed
2692,ATL,ORD,2024-04-12 13:18:00,2024-04-12 17:20:00,Airbus A320,242,Delayed
2693,DEN,ORD,2024-03-29 05:18:00,2024-03-29 09:23:00,Airbus A320,245,Delayed
2694,ATL,LAX,2024-10-08 09:37:00,2024-10-08 12:30:00,Boeing 777,173,Cancelled
